0.12487,0.14981,0.17474,0.19967,0.22458,0.24949,0.27438,0.29927,0.32414,0.34901,0.37387,0.39871,0.42355,0.44838,0.4732,0.49801,0.52281,0.5476,0.57238,0.59788,0.6369,0.67674,0.71721,0.75815,0.79944,0.841,0.88277,0.92471,0.96678,1.009,1.0512,1.0936,1.136,1.1785,1.2211,1.2637,1.3064,1.3492,1.392,1.4348,1.4777,1.5206,1.5636,1.6066,1.6496,1.6927,1.7358,1.779,1.8221,1.8654,1.9086,1.9519,1.9952,2.0385,2.0818,2.1252,2.1686,2.2121,2.2555,2.299,2.3425,2.386,2.4295,2.4731,2.5167,2.5603,2.6039,2.6475,2.6912,2.7348,2.7785,2.8222,2.8659,2.9097,2.9534,2.9972,3.0409,3.0847,3.1285,3.1724,3.2162,3.26,3.3039,3.3478,3.3916,3.4355,3.4794,3.5234,3.5673,3.6112,3.6552,3.6991,3.7431,3.7871,3.8311
0.12474,0.14963,0.17451,0.19936,0.22419,0.24901,0.27777,0.3171,0.35758,0.39875,0.44035,0.48223,0.52433,0.56661,0.60903,0.65158,0.69424,0.73701,0.77987,0.82282,0.86584,0.90894,0.9521,0.99533,1.0386,1.082,1.1253,1.1688,1.2123,1.2558,1.2994,1.343,1.3866,1.4303,1.474,1.5177,1.5615,1.6053,1.6491,1.693,1.7368,1.7807,1.8247,1.8686,1.9126,1.9566,2.0006,2.0446,2.0886,2.1327,2.1768,2.2209,2.265,2.3091,2.3532,2.3974,2.4416,2.4857,2.5299,2.5741,2.6184,2.6626,2.7068,2.7511,2.7954,2.8396,2.8839,2.9282,2.9725,3.0168,3.0612,3.1055,3.1498,3.1942,3.2385,3.2829,3.3273,3.3717,3.416,3.4604,3.5048,3.5493,3.5937,3.6381,3.6825,3.727,3.7714,3.8159,3.8603,3.9048,3.9492,3.9937,4.0382,4.0827,4.1272
0.12462,0.14946,0.17646,0.21585,0.25659,0.29801,0.33984,0.38197,0.42433,0.46688,0.5096,0.55246,0.59544,0.63853,0.68173,0.72501,0.76837,0.81181,0.85531,0.89887,0.94249,0.98616,1.0299,1.0737,1.1175,1.1613,1.2052,1.2491,1.2931,1.3371,1.3811,1.4251,1.4692,1.5133,1.5574,1.6015,1.6457,1.6899,1.7341,1.7783,1.8225,1.8668,1.911,1.9553,1.9996,2.0439,2.0883,2.1326,2.1769,2.2213,2.2657,2.3101,2.3545,2.3989,2.4433,2.4877,2.5322,2.5766,2.6211,2.6655,2.71,2.7545,2.799,2.8435,2.888,2.9325,2.977,3.0216,3.0661,3.1106,3.1552,3.1997,3.2443,3.2889,3.3334,3.378,3.4226,3.4672,3.5118,3.5564,3.601,3.6456,3.6902,3.7348,3.7794,3.824,3.8686,3.9133,3.9579,4.0026,4.0472,4.0918,4.1365,4.1812,4.2258
0.1245,0.16295,0.20368,0.24517,0.2871,0.32938,0.37191,0.41466,0.45758,0.50066,0.54387,0.58719,0.63061,0.67417,0.71783,0.76156,0.80533,0.84916,0.89304,0.93696,0.98092,1.0249,1.0689,1.113,1.1571,1.2012,1.2454,1.2896,1.3338,1.378,1.4223,1.4665,1.5108,1.5551,1.5995,1.6438,1.6882,1.7325,1.7769,1.8213,1.8658,1.9102,1.9546,1.9991,2.0436,2.088,2.1325,2.177,2.2215,2.2661,2.3106,2.3551,2.3997,2.4442,2.4888,2.5333,2.5779,2.6225,2.6671,2.7117,2.7563,2.8009,2.8455,2.8901,2.9347,2.9794,3.024,3.0686,3.1133,3.1579,3.2026,3.2472,3.2919,3.3366,3.3812,3.4259,3.4706,3.5153,3.56,3.6047,3.6494,3.6941,3.7388,3.7835,3.8282,3.8729,3.9176,3.9623,4.0071,4.0518,4.0965,4.1412,4.186,4.2307,4.2755
0.13835,0.1792,0.2208,0.26298,0.30581,0.3488,0.39194,0.43521,0.47859,0.52207,0.56564,0.60928,0.65301,0.69679,0.74064,0.78454,0.82849,0.87249,0.91653,0.96061,1.0047,1.0489,1.0931,1.1373,1.1815,1.2258,1.2701,1.3144,1.3587,1.4031,1.4475,1.4918,1.5363,1.5807,1.6251,1.6696,1.714,1.7585,1.803,1.8475,1.892,1.9366,1.9811,2.0257,2.0702,2.1148,2.1594,2.2041,2.2487,2.2934,2.3381,2.3828,2.4275,2.4722,2.5169,2.5616,2.6063,2.651,2.6957,2.7404,2.7852,2.8299,2.8746,2.9193,2.9641,3.0088,3.0536,3.0983,3.143,3.1878,3.2325,3.2773,3.322,3.3668,3.4116,3.4563,3.5011,3.5458,3.5906,3.6354,3.6802,3.7249,3.7697,3.8145,3.8593,3.9041,3.9488,3.9936,4.0384,4.0832,4.128,4.1728,4.2176,4.2624,4.3072
0.14875,0.19106,0.23366,0.27648,0.31948,0.36265,0.40596,0.44938,0.49292,0.53655,0.58026,0.62405,0.66791,0.71183,0.7558,0.79983,0.8439,0.88802,0.93218,0.97637,1.0206,1.0648,1.1091,1.1534,1.1978,1.2421,1.2865,1.3311,1.3758,1.4204,1.465,1.5096,1.5543,1.5989,1.6435,1.6882,1.7328,1.7775,1.8222,1.8668,1.9115,1.9562,2.0009,2.0456,2.0903,2.135,2.1797,2.2244,2.2691,2.3138,2.3585,2.4032,2.4479,2.4927,2.5374,2.5821,2.6268,2.6716,2.7163,2.7611,2.8058,2.8506,2.8953,2.9401,2.9848,3.0296,3.0744,3.1191,3.1639,3.2087,3.2534,3.2982,3.343,3.3878,3.4325,3.4773,3.5221,3.5669,3.6117,3.6565,3.7013,3.7461,3.7909,3.8357,3.8805,3.9253,3.9701,4.0149,4.0597,4.1045,4.1493,4.1942,4.239,4.2838,4.3286
0.15788,0.20036,0.2431,0.28606,0.3292,0.37249,0.41592,0.45947,0.50312,0.54686,0.59068,0.63458,0.67854,0.72255,0.76662,0.81074,0.8549,0.8992,0.94377,0.98834,1.0329,1.0775,1.1221,1.1667,1.2113,1.2559,1.3006,1.3452,1.3898,1.4345,1.4791,1.5238,1.5684,1.6131,1.6578,1.7024,1.7471,1.7918,1.8365,1.8812,1.9259,1.9706,2.0153,2.06,2.1047,2.1494,2.1941,2.2389,2.2836,2.3283,2.373,2.4178,2.4625,2.5073,2.552,2.5968,2.6415,2.6863,2.731,2.7758,2.8206,2.8653,2.9101,2.9549,2.9997,3.0444,3.0892,3.134,3.1788,3.2236,3.2684,3.3132,3.3579,3.4027,3.4475,3.4923,3.5371,3.582,3.6268,3.6716,3.7164,3.7612,3.806,3.8508,3.8956,3.9405,3.9853,4.0301,4.0749,4.1198,4.1646,4.2094,4.2542,4.2991,4.3439
0.1647,0.2073,0.25015,0.29322,0.33646,0.37985,0.42338,0.46702,0.51076,0.55458,0.59849,0.64246,0.68674,0.73128,0.77584,0.8204,0.86497,0.90955,0.95414,0.99873,1.0433,1.0879,1.1326,1.1772,1.2218,1.2664,1.3111,1.3557,1.4004,1.4451,1.4897,1.5344,1.5791,1.6237,1.6684,1.7131,1.7578,1.8025,1.8472,1.8919,1.9366,1.9814,2.0261,2.0708,2.1155,2.1603,2.205,2.2497,2.2945,2.3392,2.384,2.4287,2.4735,2.5182,2.563,2.6078,2.6525,2.6973,2.7421,2.7869,2.8316,2.8764,2.9212,2.966,3.0108,3.0556,3.1004,3.1452,3.19,3.2348,3.2796,3.3244,3.3692,3.414,3.4588,3.5036,3.5484,3.5932,3.6381,3.6829,3.7277,3.7725,3.8173,3.8622,3.907,3.9518,3.9967,4.0415,4.0863,4.1312,4.176,4.2209,4.2657,4.3105,4.3554
0.16998,0.21267,0.25561,0.29876,0.34209,0.38556,0.42916,0.47288,0.51669,0.56107,0.60561,0.65015,0.6947,0.73927,0.78384,0.82842,0.87301,0.9176,0.9622,1.0068,1.0514,1.0961,1.1407,1.1853,1.23,1.2746,1.3193,1.3639,1.4086,1.4533,1.498,1.5426,1.5873,1.632,1.6767,1.7214,1.7661,1.8108,1.8556,1.9003,1.945,1.9897,2.0345,2.0792,2.1239,2.1687,2.2134,2.2582,2.3029,2.3477,2.3925,2.4372,2.482,2.5268,2.5715,2.6163,2.6611,2.7059,2.7507,2.7954,2.8402,2.885,2.9298,2.9746,3.0194,3.0642,3.109,3.1538,3.1986,3.2434,3.2883,3.3331,3.3779,3.4227,3.4675,3.5124,3.5572,3.602,3.6468,3.6917,3.7365,3.7813,3.8262,3.871,3.9158,3.9607,4.0055,4.0504,4.0952,4.1401,4.1849,4.2298,4.2746,4.3195,4.3643
0.17419,0.21696,0.25997,0.30319,0.34658,0.39012,0.43381,0.47834,0.52287,0.56741,0.61195,0.65651,0.70108,0.74565,0.79024,0.83483,0.87943,0.92404,0.96865,1.0133,1.0579,1.1025,1.1472,1.1918,1.2365,1.2812,1.3258,1.3705,1.4152,1.4599,1.5046,1.5492,1.5939,1.6387,1.6834,1.7281,1.7728,1.8175,1.8622,1.907,1.9517,1.9964,2.0412,2.0859,2.1307,2.1754,2.2202,2.265,2.3097,2.3545,2.3993,2.444,2.4888,2.5336,2.5784,2.6232,2.6679,2.7127,2.7575,2.8023,2.8471,2.8919,2.9367,2.9815,3.0263,3.0711,3.116,3.1608,3.2056,3.2504,3.2952,3.3401,3.3849,3.4297,3.4745,3.5194,3.5642,3.609,3.6539,3.6987,3.7435,3.7884,3.8332,3.8781,3.9229,3.9678,4.0126,4.0575,4.1023,4.1472,4.192,4.2369,4.2817,4.3266,4.3715
