0.12479,0.14972,0.17463,0.19954,0.22445,0.24935,0.27424,0.29914,0.32403,0.34893,0.37383,0.39873,0.42363,0.44853,0.47344,0.49835,0.52327,0.5482,0.57312,0.59806,0.623,0.64795,0.6729,0.69787,0.72284,0.74781,0.7728,0.79779,0.82279,0.84779,0.87281,0.89783,0.92286,0.9479,0.97294,0.99799,1.023,1.0481,1.0732,1.0983,1.1234,1.1484,1.1735,1.1987,1.2238,1.2489,1.274,1.2991,1.3243,1.3494,1.3746,1.3997,1.4249,1.45,1.4752,1.5004,1.5255,1.5507,1.5759,1.6011,1.6263,1.6515,1.6767,1.7018,1.727,1.7523,1.7775,1.8027,1.8279,1.8531,1.8783,1.9035,1.9287,1.9539,1.9792,2.0044,2.0296,2.0548,2.08,2.1053,2.1305,2.1557,2.1809,2.2061,2.2314,2.2566,2.2818,2.307,2.3322,2.3575,2.3827,2.4079,2.4331,2.4583,2.4836,2.5088
0.12482,0.14976,0.1747,0.19964,0.22458,0.24953,0.27448,0.29944,0.32441,0.34939,0.37438,0.39938,0.42439,0.44941,0.47445,0.4995,0.52457,0.54964,0.57473,0.59984,0.62496,0.65009,0.67523,0.70039,0.72556,0.75074,0.77593,0.80114,0.82635,0.85158,0.87681,0.90205,0.92731,0.95257,0.97783,1.0031,1.0284,1.0537,1.079,1.1043,1.1296,1.1549,1.1802,1.2055,1.2308,1.2561,1.2814,1.3067,1.3321,1.3574,1.3827,1.408,1.4333,1.4586,1.4839,1.5092,1.5345,1.5599,1.5852,1.6104,1.6357,1.661,1.6863,1.7116,1.7369,1.7622,1.7874,1.8127,1.838,1.8632,1.8885,1.9138,1.939,1.9643,1.9895,2.0147,2.04,2.0657,2.094,2.1223,2.1506,2.179,2.2074,2.2358,2.2643,2.2927,2.3212,2.3497,2.3781,2.4066,2.4351,2.4636,2.4921,2.5205,2.549,2.5775
0.12485,0.1498,0.17477,0.19974,0.22472,0.24971,0.27471,0.29973,0.32477,0.34982,0.3749,0.39999,0.42509,0.45023,0.47538,0.50055,0.52574,0.55095,0.57618,0.60142,0.62667,0.65194,0.67722,0.70251,0.72782,0.75313,0.77846,0.80379,0.82913,0.85447,0.87982,0.90517,0.93053,0.95589,0.98127,1.0066,1.032,1.0574,1.0828,1.1081,1.1335,1.1589,1.1842,1.2096,1.2349,1.2603,1.2856,1.311,1.3363,1.3616,1.387,1.413,1.4416,1.4702,1.4989,1.5276,1.5564,1.5852,1.614,1.6429,1.6717,1.7006,1.7295,1.7584,1.7872,1.8161,1.845,1.874,1.9029,1.9319,1.9609,1.9898,2.0188,2.0477,2.0766,2.1055,2.1344,2.1632,2.192,2.2208,2.2496,2.2783,2.3071,2.3358,2.3645,2.3931,2.4217,2.4504,2.479,2.5075,2.5361,2.5646,2.5931,2.6216,2.65,2.6784
0.12487,0.14985,0.17483,0.19983,0.22485,0.24988,0.27494,0.30001,0.32512,0.35026,0.37542,0.4006,0.4258,0.45103,0.47628,0.50154,0.52683,0.55213,0.57745,0.60279,0.62814,0.65349,0.67886,0.70424,0.72962,0.75501,0.78041,0.80581,0.8312,0.8566,0.882,0.90741,0.93283,0.95824,0.98364,1.009,1.0344,1.0598,1.0852,1.1138,1.1426,1.1715,1.2005,1.2296,1.2587,1.2879,1.3171,1.3463,1.3755,1.4048,1.4341,1.4634,1.4926,1.5219,1.5511,1.5804,1.6096,1.6388,1.6681,1.6974,1.7267,1.7559,1.7851,1.8143,1.8435,1.8726,1.9017,1.9307,1.9597,1.9887,2.0176,2.0465,2.0754,2.1042,2.1331,2.1618,2.1906,2.2193,2.2479,2.2766,2.3052,2.3338,2.3623,2.3909,2.4194,2.4479,2.4763,2.5047,2.5331,2.5615,2.5899,2.6182,2.6465,2.6748,2.7031,2.7313
0.1249,0.14989,0.1749,0.19993,0.22498,0.25006,0.27518,0.30032,0.3255,0.3507,0.37592,0.40118,0.42645,0.45175,0.47708,0.50242,0.52778,0.55315,0.57854,0.60394,0.62935,0.65477,0.68019,0.70561,0.73104,0.75647,0.78189,0.80732,0.83275,0.85818,0.88362,0.91092,0.93978,0.9688,0.99795,1.0272,1.0566,1.086,1.1155,1.145,1.1746,1.2042,1.2338,1.2634,1.2929,1.3225,1.3521,1.3816,1.4111,1.4405,1.47,1.4995,1.529,1.5585,1.588,1.6174,1.6468,1.6761,1.7054,1.7346,1.7638,1.793,1.8221,1.8511,1.8801,1.9091,1.938,1.9669,1.9957,2.0246,2.0533,2.0821,2.1108,2.1394,2.1681,2.1967,2.2252,2.2538,2.2823,2.3108,2.3392,2.3676,2.396,2.4244,2.4528,2.4811,2.5094,2.5377,2.5659,2.5942,2.6224,2.6506,2.6788,2.7069,2.7351,2.7632
0.12492,0.14993,0.17496,0.20003,0.22513,0.25026,0.27542,0.30062,0.32585,0.35112,0.37639,0.4017,0.42704,0.4524,0.47779,0.50318,0.5286,0.55402,0.57946,0.6049,0.63035,0.6558,0.68125,0.7067,0.73214,0.75758,0.78519,0.81412,0.84326,0.87256,0.90202,0.93159,0.96127,0.99101,1.0208,1.0507,1.0805,1.1104,1.1402,1.1701,1.1999,1.2297,1.2594,1.2891,1.3188,1.3484,1.3781,1.4078,1.4375,1.4671,1.4967,1.5262,1.5557,1.5851,1.6144,1.6437,1.6729,1.7021,1.7313,1.7603,1.7894,1.8184,1.8473,1.8762,1.905,1.9339,1.9626,1.9914,2.0201,2.0487,2.0773,2.1059,2.1345,2.163,2.1915,2.22,2.2484,2.2768,2.3052,2.3336,2.3619,2.3902,2.4185,2.4468,2.475,2.5033,2.5315,2.5597,2.5878,2.616,2.6441,2.6722,2.7003,2.7284,2.7565,2.7845
0.12495,0.14997,0.17504,0.20014,0.22528,0.25046,0.27572,0.30099,0.32628,0.35157,0.37687,0.40219,0.42758,0.45299,0.47842,0.50386,0.52931,0.55477,0.58024,0.60571,0.63118,0.65795,0.68554,0.71312,0.74108,0.77044,0.79999,0.82971,0.85955,0.8895,0.91951,0.94957,0.97966,1.0098,1.0398,1.0699,1.0999,1.1299,1.1599,1.1898,1.2196,1.2494,1.2791,1.309,1.3389,1.3686,1.3983,1.428,1.4576,1.4871,1.5165,1.5459,1.5752,1.6045,1.6337,1.6628,1.6919,1.7209,1.7499,1.7789,1.8078,1.8366,1.8654,1.8942,1.9229,1.9516,1.9802,2.0089,2.0374,2.066,2.0945,2.123,2.1515,2.1799,2.2083,2.2367,2.265,2.2933,2.3216,2.3499,2.3782,2.4064,2.4346,2.4628,2.491,2.5192,2.5473,2.5754,2.6035,2.6316,2.6597,2.6878,2.7158,2.7438,2.7718,2.7998
0.12497,0.15002,0.17512,0.20025,0.22548,0.25075,0.27603,0.30133,0.32663,0.35194,0.37725,0.40263,0.42806,0.45351,0.47897,0.50445,0.52993,0.55565,0.58332,0.61098,0.63863,0.66626,0.69388,0.72351,0.75334,0.78334,0.81345,0.84365,0.87391,0.9042,0.93449,0.96478,0.99503,1.0252,1.0554,1.0855,1.1156,1.1455,1.1755,1.2053,1.2353,1.2653,1.2952,1.325,1.3547,1.3843,1.4139,1.4434,1.4729,1.5022,1.5315,1.5608,1.59,1.6191,1.6482,1.6772,1.7062,1.7351,1.764,1.7928,1.8216,1.8503,1.879,1.9077,1.9363,1.9649,1.9935,2.022,2.0505,2.079,2.1074,2.1358,2.1642,2.1926,2.2209,2.2492,2.2775,2.3057,2.334,2.3622,2.3904,2.4186,2.4468,2.4749,2.503,2.5311,2.5592,2.5873,2.6154,2.6434,2.6715,2.6995,2.73,2.761,2.7922,2.8233
0.125,0.15008,0.1752,0.20044,0.22571,0.251,0.27631,0.30162,0.32693,0.35225,0.37759,0.40304,0.4285,0.45398,0.47947,0.50675,0.53449,0.56221,0.58992,0.61759,0.64525,0.67404,0.70405,0.73422,0.76453,0.79493,0.82537,0.85584,0.88631,0.91675,0.94716,0.97751,1.0078,1.038,1.0681,1.0982,1.1282,1.1582,1.1883,1.2183,1.2483,1.2781,1.3079,1.3376,1.3672,1.3967,1.4261,1.4555,1.4848,1.5141,1.5433,1.5724,1.6015,1.6305,1.6595,1.6884,1.7173,1.7461,1.7749,1.8036,1.8323,1.861,1.8896,1.9182,1.9467,1.9753,2.0038,2.0322,2.0607,2.0891,2.1175,2.1458,2.1741,2.2024,2.2307,2.259,2.2872,2.3154,2.3436,2.3718,2.4,2.4281,2.4563,2.4874,2.5186,2.5497,2.5809,2.6122,2.6434,2.6747,2.706,2.7373,2.7687,2.8,2.8314,2.8629
0.12504,0.15013,0.17535,0.20062,0.22591,0.25122,0.27654,0.30186,0.32718,0.3525,0.37793,0.4034,0.42889,0.45651,0.48432,0.51211,0.53988,0.56761,0.59531,0.62298,0.65268,0.68297,0.7134,0.74394,0.77455,0.80517,0.83579,0.86639,0.89693,0.92742,0.95783,0.98815,1.0184,1.0486,1.0786,1.1087,1.1389,1.169,1.199,1.2289,1.2587,1.2885,1.3181,1.3477,1.3772,1.4066,1.4359,1.4652,1.4944,1.5236,1.5527,1.5817,1.6107,1.6396,1.6685,1.6974,1.7262,1.7549,1.7836,1.8123,1.8409,1.8695,1.8981,1.9266,1.9551,1.9836,2.012,2.0404,2.0688,2.0972,2.1255,2.1538,2.1821,2.2104,2.2386,2.2683,2.2995,2.3307,2.3619,2.3931,2.4244,2.4557,2.487,2.5184,2.5498,2.5812,2.6126,2.6441,2.6755,2.707,2.7385,2.7701,2.8016,2.8332,2.8648,2.8964
0.12507,0.15024,0.1755,0.20079,0.2261,0.25142,0.27674,0.30207,0.32739,0.35276,0.37824,0.40522,0.4331,0.46097,0.48881,0.51661,0.54438,0.5721,0.59979,0.63002,0.66053,0.69116,0.72189,0.75265,0.78341,0.81415,0.84485,0.87547,0.90602,0.93647,0.96684,0.9971,1.0273,1.0574,1.0877,1.1179,1.148,1.178,1.2079,1.2377,1.2674,1.297,1.3265,1.356,1.3854,1.4147,1.444,1.4732,1.5023,1.5314,1.5604,1.5893,1.6182,1.6471,1.6759,1.7047,1.7334,1.7621,1.7908,1.8194,1.848,1.8765,1.905,1.9335,1.962,1.9904,2.0188,2.0472,2.0755,2.1058,2.137,2.1683,2.1995,2.2308,2.2621,2.2935,2.3248,2.3562,2.3876,2.4191,2.4505,2.482,2.5135,2.5451,2.5766,2.6082,2.6398,2.6714,2.703,2.7347,2.7663,2.798,2.8297,2.8614,2.8931,2.9249
0.12511,0.15035,0.17563,0.20093,0.22626,0.25159,0.27692,0.30224,0.32756,0.35307,0.38103,0.40898,0.4369,0.46479,0.49263,0.52042,0.54817,0.57588,0.60627,0.63694,0.66774,0.69861,0.72951,0.76039,0.79123,0.822,0.8527,0.8833,0.9138,0.9442,0.97449,1.0047,1.035,1.0653,1.0955,1.1256,1.1556,1.1855,1.2153,1.245,1.2746,1.3041,1.3336,1.3629,1.3922,1.4215,1.4507,1.4798,1.5088,1.5378,1.5668,1.5957,1.6245,1.6533,1.6821,1.7108,1.7395,1.7681,1.7968,1.8253,1.8539,1.8824,1.9109,1.9393,1.9703,2.0015,2.0328,2.0641,2.0954,2.1267,2.1581,2.1895,2.2209,2.2524,2.2839,2.3154,2.3469,2.3784,2.41,2.4416,2.4732,2.5048,2.5364,2.5681,2.5998,2.6315,2.6632,2.6949,2.7266,2.7584,2.7901,2.8219,2.8537,2.8855,2.9173,2.9492
0.12519,0.15045,0.17575,0.20107,0.2264,0.25173,0.27707,0.30239,0.32823,0.35625,0.38427,0.41225,0.44019,0.46808,0.4959,0.52368,0.5514,0.5816,0.6124,0.64333,0.67432,0.70533,0.73632,0.76725,0.7981,0.82887,0.85953,0.89007,0.92051,0.95083,0.98108,1.0115,1.0418,1.0721,1.1022,1.1322,1.162,1.1918,1.2215,1.2512,1.2807,1.3101,1.3395,1.3688,1.398,1.4272,1.4563,1.4854,1.5144,1.5433,1.5722,1.6011,1.6299,1.6586,1.6873,1.716,1.7447,1.7733,1.8018,1.8315,1.8627,1.894,1.9253,1.9566,1.9879,2.0193,2.0507,2.0822,2.1136,2.1451,2.1766,2.2081,2.2397,2.2713,2.3028,2.3345,2.3661,2.3977,2.4294,2.4611,2.4928,2.5245,2.5563,2.588,2.6198,2.6515,2.6833,2.7151,2.747,2.7788,2.8106,2.8425,2.8743,2.9062,2.9381,2.97
