0.12489,0.14988,0.17486,0.19986,0.22485,0.24986,0.27486,0.29987,0.32489,0.34991,0.37494,0.39998,0.42502,0.45006,0.47512,0.50391,0.53458,0.56583,0.5976,0.62989,0.66267,0.69589,0.72956,0.76362,0.79807,0.83289,0.86804,0.90351,0.93929,0.97536,1.0117,1.0483,1.0851,1.1222,1.1595,1.197,1.2347,1.2726,1.3106,1.3488,1.3872,1.4258,1.4645,1.5033,1.5423,1.5814,1.6206,1.6599,1.6994,1.739,1.7786,1.8184,1.8583,1.8982,1.9383,1.9784,2.0187,2.059,2.0994,2.1398,2.1804,2.221,2.2617,2.3024,2.3433,2.3841,2.4251,2.4661,2.5072,2.5483,2.5894,2.6307,2.672,2.7133,2.7547,2.7961,2.8376,2.8791,2.9207,2.9623,3.0039,3.0456,3.0873,3.1291,3.1709,3.2128,3.2547,3.2966,3.3386,3.3805,3.4226,3.4646,3.5067,3.5489,3.591
0.12497,0.14999,0.17502,0.2023,0.23201,0.26294,0.29499,0.32807,0.36206,0.39687,0.43242,0.46861,0.50537,0.54265,0.58039,0.61854,0.65705,0.69589,0.73503,0.77444,0.81409,0.85396,0.89404,0.93431,0.97474,1.0153,1.0561,1.097,1.138,1.1791,1.2203,1.2617,1.3031,1.3447,1.3863,1.428,1.4698,1.5116,1.5536,1.5956,1.6376,1.6798,1.7219,1.7642,1.8065,1.8488,1.8912,1.9337,1.9761,2.0187,2.0612,2.1039,2.1465,2.1892,2.232,2.2747,2.3175,2.3604,2.4032,2.4461,2.4891,2.532,2.575,2.618,2.6611,2.7042,2.7473,2.7904,2.8335,2.8767,2.9199,2.9631,3.0064,3.0496,3.0929,3.1362,3.1796,3.2229,3.2663,3.3097,3.3531,3.3965,3.4399,3.4834,3.5269,3.5703,3.6138,3.6574,3.7009,3.7445,3.788,3.8316,3.8752,3.9188,3.9625
0.12746,0.15741,0.18915,0.22245,0.25709,0.29287,0.32961,0.36715,0.40537,0.44417,0.48345,0.52316,0.56322,0.60359,0.64424,0.68513,0.72622,0.76751,0.80896,0.85056,0.89231,0.93417,0.97615,1.0182,1.0604,1.1027,1.145,1.1875,1.23,1.2725,1.3152,1.3579,1.4006,1.4434,1.4863,1.5291,1.5721,1.6151,1.6581,1.7012,1.7443,1.7874,1.8306,1.8738,1.917,1.9603,2.0036,2.047,2.0903,2.1337,2.1771,2.2205,2.264,2.3075,2.351,2.3945,2.4381,2.4816,2.5252,2.5688,2.6125,2.6561,2.6998,2.7435,2.7872,2.8309,2.8746,2.9184,2.9621,3.0059,3.0497,3.0935,3.1374,3.1812,3.225,3.2689,3.3128,3.3567,3.4006,3.4445,3.4884,3.5324,3.5763,3.6203,3.6642,3.7082,3.7522,3.7962,3.8402,3.8842,3.9283,3.9723,4.0164,4.0604,4.1045
0.13505,0.16836,0.20344,0.23992,0.27754,0.31607,0.35532,0.39517,0.43549,0.47621,0.51727,0.5586,0.60018,0.64196,0.68392,0.72603,0.76828,0.81065,0.85313,0.89571,0.93838,0.98114,1.024,1.0669,1.1098,1.1528,1.1959,1.239,1.2822,1.3254,1.3687,1.412,1.4553,1.4987,1.5421,1.5855,1.629,1.6725,1.716,1.7596,1.8032,1.8468,1.8904,1.9341,1.9778,2.0215,2.0652,2.1089,2.1527,2.1965,2.2403,2.2841,2.3279,2.3718,2.4157,2.4596,2.5035,2.5474,2.5913,2.6352,2.6792,2.7232,2.7672,2.8111,2.8552,2.8992,2.9432,2.9873,3.0313,3.0754,3.1195,3.1635,3.2076,3.2517,3.2959,3.34,3.3841,3.4283,3.4724,3.5166,3.5608,3.605,3.6491,3.6933,3.7375,3.7818,3.826,3.8702,3.9144,3.9587,4.0029,4.0472,4.0915,4.1357,4.18
0.14238,0.17815,0.21548,0.25402,0.29347,0.33363,0.37434,0.41549,0.457,0.49879,0.54082,0.58305,0.62545,0.668,0.71067,0.75345,0.79634,0.83931,0.88235,0.92547,0.96865,1.0119,1.0552,1.0985,1.1419,1.1854,1.2288,1.2723,1.3159,1.3595,1.4031,1.4467,1.4904,1.5341,1.5778,1.6216,1.6653,1.7091,1.753,1.7968,1.8407,1.8845,1.9284,1.9723,2.0163,2.0602,2.1042,2.1482,2.1922,2.2362,2.2802,2.3242,2.3683,2.4123,2.4564,2.5005,2.5446,2.5887,2.6328,2.677,2.7211,2.7653,2.8095,2.8536,2.8978,2.942,2.9862,3.0304,3.0746,3.1189,3.1631,3.2074,3.2516,3.2959,3.3402,3.3844,3.4287,3.473,3.5173,3.5616,3.6059,3.6503,3.6946,3.7389,3.7833,3.8276,3.872,3.9163,3.9607,4.0051,4.0494,4.0938,4.1382,4.1826,4.227
0.14898,0.18652,0.22542,0.26532,0.30596,0.34715,0.38878,0.43075,0.47298,0.51544,0.55807,0.60085,0.64376,0.68678,0.7299,0.7731,0.81637,0.85971,0.90311,0.94656,0.99007,1.0336,1.0772,1.1208,1.1645,1.2082,1.2519,1.2957,1.3395,1.3833,1.4271,1.471,1.5149,1.5588,1.6027,1.6466,1.6906,1.7346,1.7786,1.8226,1.8666,1.9107,1.9547,1.9988,2.0429,2.087,2.1311,2.1753,2.2194,2.2636,2.3077,2.3519,2.3961,2.4403,2.4845,2.5287,2.573,2.6172,2.6614,2.7057,2.75,2.7942,2.8385,2.8828,2.9271,2.9714,3.0157,3.0601,3.1044,3.1487,3.1931,3.2374,3.2818,3.3261,3.3705,3.4149,3.4593,3.5036,3.548,3.5924,3.6368,3.6813,3.7257,3.7701,3.8145,3.859,3.9034,3.9478,3.9923,4.0367,4.0812,4.1256,4.1701,4.2146,4.2591
0.15477,0.19361,0.23363,0.27447,0.31592,0.35782,0.40007,0.44258,0.4853,0.52819,0.57123,0.61438,0.65763,0.70097,0.74438,0.78786,0.8314,0.87499,0.91863,0.96231,1.006,1.0498,1.0936,1.1374,1.1812,1.2251,1.269,1.313,1.3569,1.4009,1.4449,1.4889,1.5329,1.577,1.621,1.6651,1.7092,1.7533,1.7974,1.8416,1.8857,1.9299,1.9741,2.0183,2.0625,2.1067,2.1509,2.1951,2.2394,2.2836,2.3279,2.3722,2.4165,2.4608,2.5051,2.5494,2.5937,2.638,2.6823,2.7267,2.771,2.8154,2.8597,2.9041,2.9485,2.9929,3.0373,3.0817,3.1261,3.1705,3.2149,3.2593,3.3037,3.3482,3.3926,3.437,3.4815,3.5259,3.5704,3.6149,3.6593,3.7038,3.7483,3.7928,3.8372,3.8817,3.9262,3.9707,4.0152,4.0597,4.1042,4.1488,4.1933,4.2378,4.2823
0.15983,0.19965,0.24047,0.282,0.32403,0.36643,0.40911,0.45201,0.49507,0.53828,0.5816,0.62501,0.66851,0.71207,0.7557,0.79937,0.8431,0.88687,0.93068,0.97452,1.0184,1.0623,1.1062,1.1502,1.1942,1.2382,1.2822,1.3263,1.3703,1.4144,1.4585,1.5026,1.5468,1.5909,1.6351,1.6793,1.7235,1.7677,1.8119,1.8561,1.9004,1.9446,1.9889,2.0331,2.0774,2.1217,2.166,2.2103,2.2546,2.299,2.3433,2.3877,2.432,2.4764,2.5207,2.5651,2.6095,2.6539,2.6983,2.7427,2.7871,2.8315,2.8759,2.9203,2.9648,3.0092,3.0537,3.0981,3.1426,3.187,3.2315,3.276,3.3204,3.3649,3.4094,3.4539,3.4984,3.5429,3.5874,3.6319,3.6764,3.7209,3.7654,3.81,3.8545,3.899,3.9436,3.9881,4.0326,4.0772,4.1217,4.1663,4.2109,4.2554,4.3
0.16424,0.20481,0.24625,0.28829,0.33075,0.37352,0.41652,0.4597,0.50302,0.54645,0.58998,0.63359,0.67726,0.72099,0.76478,0.8086,0.85247,0.89638,0.94031,0.98428,1.0283,1.0723,1.1163,1.1604,1.2045,1.2486,1.2927,1.3369,1.381,1.4252,1.4694,1.5136,1.5578,1.602,1.6463,1.6905,1.7348,1.779,1.8233,1.8676,1.9119,1.9562,2.0006,2.0449,2.0892,2.1336,2.178,2.2223,2.2667,2.3111,2.3555,2.3999,2.4443,2.4887,2.5331,2.5775,2.622,2.6664,2.7108,2.7553,2.7997,2.8442,2.8887,2.9331,2.9776,3.0221,3.0666,3.1111,3.1555,3.2,3.2445,3.2891,3.3336,3.3781,3.4226,3.4671,3.5117,3.5562,3.6007,3.6453,3.6898,3.7344,3.7789,3.8235,3.868,3.9126,3.9572,4.0017,4.0463,4.0909,4.1355,4.1801,4.2246,4.2692,4.3138
0.16811,0.20926,0.25118,0.29361,0.33639,0.37944,0.42269,0.46609,0.5096,0.55321,0.5969,0.64065,0.68447,0.72833,0.77223,0.81617,0.86015,0.90416,0.94819,0.99225,1.0363,1.0804,1.1246,1.1687,1.2129,1.2571,1.3013,1.3455,1.3897,1.4339,1.4782,1.5225,1.5667,1.611,1.6553,1.6996,1.7439,1.7883,1.8326,1.877,1.9213,1.9657,2.0101,2.0544,2.0988,2.1432,2.1876,2.232,2.2764,2.3209,2.3653,2.4097,2.4542,2.4986,2.5431,2.5876,2.632,2.6765,2.721,2.7654,2.8099,2.8544,2.8989,2.9434,2.9879,3.0324,3.077,3.1215,3.166,3.2105,3.2551,3.2996,3.3442,3.3887,3.4332,3.4778,3.5224,3.5669,3.6115,3.6561,3.7006,3.7452,3.7898,3.8344,3.8789,3.9235,3.9681,4.0127,4.0573,4.1019,4.1465,4.1911,4.2357,4.2803,4.3249
